Attrition,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,DistanceFromHome,AgeGroup,TenureGroup
0,35,Female,Research & Development,Manager,3,11996,0,2,2,10,7,6,22,30-39,6-10 Years
0,38,Female,Sales,Sales Executive,2,5605,1,1,3,8,8,7,7,30-39,6-10 Years
0,26,Female,Research & Development,Manufacturing Director,2,6397,0,2,1,6,6,1,1,Under 30,6-10 Years
0,50,Male,Research & Development,Research Director,5,19144,0,2,2,28,10,1,4,40-49,6-10 Years
0,53,Male,Research & Development,Research Director,4,17584,1,3,2,21,5,1,3,50+,3-5 Years
0,42,Male,Sales,Sales Executive,2,4907,0,3,3,20,20,11,1,40-49,10+ Years
0,29,Male,Sales,Sales Executive,2,4554,0,4,2,10,10,0,2,Under 30,6-10 Years
0,55,Male,Research & Development,Laboratory Technician,2,5415,1,4,3,12,10,0,20,50+,6-10 Years
0,26,Male,Research & Development,Healthcare Representative,2,4741,1,1,3,5,5,3,11,Under 30,3-5 Years
0,37,Female,Research & Development,Research Scientist,1,2115,0,4,3,17,17,5,1,30-39,10+ Years
1,44,Male,Research & Development,Laboratory Technician,1,3161,1,3,1,19,1,0,24,40-49,0-2 Years
0,38,Male,Research & Development,Healthcare Representative,2,5745,0,4,3,10,2,1,23,30-39,0-2 Years
1,26,Male,Research & Development,Laboratory Technician,1,2373,1,2,3,5,3,0,16,Under 30,3-5 Years
0,28,Female,Research & Development,Research Scientist,1,3310,0,4,3,5,5,0,8,Under 30,3-5 Years
0,49,Female,Research & Development,Research Director,5,18665,1,1,3,22,3,1,10,40-49,3-5 Years
0,36,Male,Research & Development,Research Scientist,2,4485,0,2,3,10,8,7,3,30-39,6-10 Years
0,31,Female,Sales,Sales Representative,1,2789,0,2,2,2,2,2,5,30-39,0-2 Years
1,26,Male,Sales,Sales Executive,2,5828,1,4,3,8,8,7,4,Under 30,6-10 Years
0,37,Male,Research & Development,Research Scientist,1,2326,1,4,2,4,4,1,9,30-39,3-5 Years
0,42,Female,Sales,Sales Executive,4,13525,0,2,4,23,20,4,26,40-49,10+ Years
1,18,Male,Research & Development,Laboratory Technician,1,1420,0,3,3,0,0,0,3,Under 30,0-2 Years
0,35,Male,Sales,Sales Executive,3,8020,0,2,2,12,11,6,16,30-39,10+ Years
0,36,Male,Research & Development,Laboratory Technician,1,3688,0,4,3,4,1,0,18,30-39,0-2 Years
0,51,Male,Research & Development,Manufacturing Director,2,5482,0,2,3,13,4,1,2,50+,3-5 Years
0,41,Male,Sales,Manager,4,16015,0,2,3,22,22,0,2,40-49,10+ Years
0,18,Female,Sales,Sales Representative,1,1200,0,3,3,0,0,0,10,Under 30,0-2 Years
0,28,Male,Research & Development,Healthcare Representative,2,5661,0,1,3,9,8,0,16,Under 30,6-10 Years
0,31,Male,Sales,Sales Executive,2,6929,0,4,2,10,8,7,7,30-39,6-10 Years
0,39,Male,Research & Development,Healthcare Representative,3,9613,0,4,2,19,18,3,1,30-39,10+ Years
0,36,Female,Research & Development,Laboratory Technician,2,5674,0,2,3,11,9,0,24,30-39,6-10 Years
0,32,Male,Sales,Sales Executive,2,5484,0,3,2,13,13,4,7,30-39,10+ Years
0,38,Female,Research & Development,Research Director,3,12061,0,2,3,19,10,0,25,30-39,6-10 Years
0,58,Male,Research & Development,Healthcare Representative,2,5660,1,3,3,12,5,1,1,50+,3-5 Years
0,31,Male,Research & Development,Research Scientist,1,4821,1,4,3,6,5,0,5,30-39,3-5 Years
0,31,Male,Human Resources,Human Resources,2,6410,0,1,3,9,2,1,2,30-39,0-2 Years
0,45,Male,Research & Development,Laboratory Technician,3,5210,0,1,3,24,24,9,7,40-49,10+ Years
0,31,Male,Research & Development,Research Scientist,1,2695,1,4,1,3,2,2,2,30-39,0-2 Years
0,33,Female,Research & Development,Manager,3,11878,0,2,3,12,10,8,5,30-39,6-10 Years
0,39,Male,Research & Development,Manager,4,17068,1,1,3,21,21,11,10,30-39,10+ Years
0,43,Female,Research & Development,Laboratory Technician,1,2455,0,4,3,9,8,1,10,40-49,6-10 Years
0,49,Female,Research & Development,Healthcare Representative,4,13964,1,3,3,25,7,0,1,40-49,6-10 Years
1,52,Male,Research & Development,Research Scientist,2,4941,0,2,2,11,8,7,8,50+,6-10 Years
0,27,Female,Research & Development,Research Scientist,1,2478,1,2,2,4,4,1,5,Under 30,3-5 Years
0,32,Female,Sales,Sales Executive,2,5228,1,2,3,13,13,11,8,30-39,10+ Years
0,27,Male,Sales,Sales Executive,2,4478,1,3,3,5,5,0,2,Under 30,3-5 Years
0,31,Male,Sales,Sales Executive,2,7547,0,4,3,13,7,1,7,30-39,6-10 Years
0,32,Female,Research & Development,Research Scientist,2,5055,0,4,2,10,7,0,2,30-39,6-10 Years
1,28,Male,Research & Development,Research Scientist,1,3464,1,4,2,5,3,2,2,Under 30,3-5 Years
0,30,Female,Research & Development,Research Scientist,2,5775,0,4,3,11,10,1,28,Under 30,6-10 Years
0,31,Female,Research & Development,Manufacturing Director,3,8943,0,3,3,10,10,8,7,30-39,6-10 Years
0,39,Male,Research & Development,Manager,5,19272,0,4,3,21,21,13,7,30-39,10+ Years
1,39,Female,Sales,Sales Executive,2,5238,1,3,2,12,1,0,3,30-39,0-2 Years
0,33,Male,Sales,Sales Executive,2,4682,0,4,2,9,7,0,10,30-39,6-10 Years
0,47,Male,Research & Development,Research Director,5,18300,0,3,3,21,3,1,5,40-49,3-5 Years
0,43,Female,Research & Development,Laboratory Technician,2,5257,0,3,4,9,9,0,10,40-49,6-10 Years
0,27,Male,Sales,Sales Executive,2,6349,1,2,3,6,5,1,1,Under 30,3-5 Years
0,54,Female,Research & Development,Research Scientist,2,4869,0,3,2,20,4,0,20,50+,3-5 Years
0,43,Female,Research & Development,Healthcare Representative,3,9985,0,1,2,10,1,0,7,40-49,0-2 Years
0,45,Male,Research & Development,Research Scientist,2,3697,0,4,3,12,10,9,8,40-49,6-10 Years
0,40,Male,Sales,Sales Executive,2,7457,1,4,2,6,4,0,1,30-39,3-5 Years
1,29,Male,Research & Development,Laboratory Technician,1,2119,1,1,2,7,7,0,8,Under 30,6-10 Years
0,29,Male,Research & Development,Laboratory Technician,1,3983,0,4,3,4,3,2,9,Under 30,3-5 Years
0,30,Female,Sales,Sales Executive,2,6118,0,3,3,10,10,1,5,Under 30,6-10 Years
0,27,Female,Sales,Sales Executive,2,6214,0,2,3,8,8,0,8,Under 30,6-10 Years
0,37,Male,Research & Development,Manufacturing Director,2,6347,0,4,2,8,6,0,5,30-39,6-10 Years
0,38,Male,Research & Development,Research Director,3,11510,1,4,3,12,11,2,15,30-39,10+ Years
0,31,Female,Research & Development,Manufacturing Director,3,7143,1,4,2,11,11,4,7,30-39,10+ Years
0,29,Female,Sales,Sales Executive,2,8268,1,2,3,7,7,1,10,Under 30,6-10 Years
0,35,Male,Research & Development,Manufacturing Director,3,8095,0,2,3,17,16,0,5,30-39,10+ Years
0,23,Male,Research & Development,Research Scientist,1,2904,0,4,2,4,4,0,26,Under 30,3-5 Years
0,41,Male,Research & Development,Manufacturing Director,2,6032,1,2,3,8,5,1,6,40-49,3-5 Years
0,47,Male,Sales,Sales Representative,2,2976,0,3,3,5,0,0,4,40-49,0-2 Years
0,42,Female,Research & Development,Research Director,4,15992,0,4,3,16,1,0,23,40-49,0-2 Years
0,29,Male,Sales,Sales Executive,2,4649,0,3,2,4,4,0,2,Under 30,3-5 Years
0,42,Male,Human Resources,Human Resources,1,2696,1,3,3,4,3,1,2,40-49,3-5 Years
0,32,Female,Research & Development,Laboratory Technician,1,2370,0,2,3,8,8,0,2,30-39,6-10 Years
0,48,Female,Sales,Manager,3,12504,0,3,1,15,0,0,29,40-49,0-2 Years
0,37,Male,Research & Development,Research Scientist,2,5974,1,1,3,13,7,6,6,30-39,6-10 Years
0,30,Female,Sales,Sales Executive,2,4736,1,3,4,4,2,2,25,Under 30,0-2 Years
0,26,Male,Sales,Sales Executive,2,5296,0,3,3,8,8,7,1,Under 30,6-10 Years
0,42,Male,Research & Development,Healthcare Representative,2,6781,0,4,3,14,1,0,2,40-49,0-2 Years
1,21,Female,Sales,Sales Representative,1,2174,1,2,3,3,3,1,1,Under 30,3-5 Years
0,36,Female,Sales,Sales Executive,2,6653,0,4,3,7,1,0,1,30-39,0-2 Years
0,36,Male,Sales,Sales Executive,3,9699,0,4,3,16,13,1,3,30-39,10+ Years
0,57,Male,Research & Development,Healthcare Representative,2,6755,0,3,3,15,3,1,1,50+,3-5 Years
0,40,Female,Research & Development,Laboratory Technician,1,2213,1,3,3,10,7,1,10,30-39,6-10 Years
0,21,Male,Sales,Sales Representative,1,2610,0,4,2,3,3,2,9,Under 30,3-5 Years
1,33,Female,Sales,Sales Representative,1,2851,1,3,3,1,1,0,5,30-39,0-2 Years
0,37,Female,Research & Development,Laboratory Technician,1,3452,0,1,3,17,5,0,10,30-39,3-5 Years
0,46,Female,Research & Development,Manufacturing Director,2,5258,0,3,4,7,1,0,7,40-49,0-2 Years
1,41,Male,Sales,Sales Executive,2,9355,0,2,3,8,8,7,4,40-49,6-10 Years
0,50,Male,Research & Development,Healthcare Representative,3,10496,0,4,3,20,4,1,10,40-49,3-5 Years
1,40,Male,Sales,Sales Executive,2,6380,1,3,3,8,6,1,22,30-39,6-10 Years
0,31,Male,Research & Development,Research Scientist,1,2657,1,2,3,3,2,2,9,30-39,0-2 Years
1,21,Female,Sales,Sales Representative,1,2716,0,2,3,1,1,0,12,Under 30,0-2 Years
0,29,Male,Research & Development,Research Scientist,1,2201,0,4,3,6,3,1,23,Under 30,3-5 Years
0,35,Male,Research & Development,Healthcare Representative,2,6540,0,2,3,10,1,0,9,30-39,0-2 Years
0,27,Male,Research & Development,Laboratory Technician,1,3816,0,2,3,5,5,0,1,Under 30,3-5 Years
0,28,Male,Sales,Sales Executive,2,5253,0,4,3,7,7,0,9,Under 30,6-10 Years
0,49,Male,Research & Development,Healthcare Representative,3,10965,0,3,3,26,5,0,7,40-49,3-5 Years
0,51,Female,Sales,Sales Executive,2,4936,0,4,2,18,7,0,14,50+,6-10 Years
0,36,Female,Research & Development,Research Scientist,1,2543,0,3,3,6,2,2,2,30-39,0-2 Years
1,34,Male,Sales,Sales Executive,2,5304,1,4,2,9,5,0,19,30-39,3-5 Years
0,55,Female,Research & Development,Manager,4,16659,1,4,3,30,5,1,2,50+,3-5 Years
0,24,Female,Sales,Sales Executive,2,4260,1,3,4,5,5,0,10,Under 30,3-5 Years
0,30,Male,Sales,Sales Representative,1,2476,0,2,3,1,1,0,2,Under 30,0-2 Years
1,26,Male,Research & Development,Research Scientist,1,3102,0,1,3,7,6,0,3,Under 30,6-10 Years
0,22,Female,Research & Development,Research Scientist,1,2244,0,2,3,2,2,1,11,Under 30,0-2 Years
0,36,Male,Sales,Sales Executive,3,7596,0,3,3,10,10,9,2,30-39,6-10 Years
1,30,Male,Research & Development,Research Scientist,1,2285,1,4,3,3,1,0,4,Under 30,0-2 Years
0,37,Female,Research & Development,Laboratory Technician,1,3034,0,1,2,18,18,12,14,30-39,10+ Years
0,40,Female,Sales,Sales Executive,2,5715,0,2,3,8,5,1,2,30-39,3-5 Years
0,42,Female,Research & Development,Laboratory Technician,1,2576,0,1,3,8,5,1,1,40-49,3-5 Years
0,37,Male,Research & Development,Manufacturing Director,2,4197,1,2,2,18,1,0,10,30-39,0-2 Years
0,43,Male,Research & Development,Research Director,4,14336,0,2,3,25,25,3,12,40-49,10+ Years
0,40,Female,Research & Development,Laboratory Technician,2,3448,0,3,3,20,1,0,2,30-39,0-2 Years
0,54,Male,Research & Development,Research Director,5,19406,0,1,2,24,4,1,5,50+,3-5 Years
0,34,Female,Sales,Sales Executive,2,6538,0,3,3,6,3,1,4,30-39,3-5 Years
0,31,Female,Research & Development,Manufacturing Director,2,4306,0,1,1,13,13,3,7,30-39,10+ Years
0,43,Male,Research & Development,Laboratory Technician,1,2258,0,4,3,8,3,1,21,40-49,3-5 Years
0,43,Female,Research & Development,Healthcare Representative,2,4522,1,3,3,8,5,0,8,40-49,3-5 Years
0,25,Female,Sales,Sales Executive,2,4487,1,4,3,5,5,1,4,Under 30,3-5 Years
0,37,Female,Research & Development,Research Scientist,2,4449,1,3,3,15,13,10,25,30-39,10+ Years
0,31,Male,Research & Development,Laboratory Technician,1,2218,0,1,3,4,4,3,1,30-39,3-5 Years
0,39,Male,Research & Development,Manager,5,19197,1,3,3,21,21,1,1,30-39,10+ Years
0,56,Female,Sales,Sales Executive,4,13212,0,1,2,36,7,7,6,50+,6-10 Years
0,30,Female,Sales,Sales Executive,2,6577,0,3,3,6,5,4,12,Under 30,3-5 Years
0,41,Male,Sales,Sales Executive,3,8392,0,1,3,10,10,0,1,40-49,6-10 Years
0,28,Male,Research & Development,Laboratory Technician,2,4558,0,1,3,10,10,1,17,Under 30,6-10 Years
1,25,Male,Research & Development,Laboratory Technician,1,4031,0,1,3,6,2,0,3,Under 30,0-2 Years
0,52,Male,Research & Development,Manufacturing Director,3,7969,1,3,3,28,5,0,3,50+,3-5 Years
0,45,Male,Research & Development,Research Scientist,1,2654,0,4,2,8,2,0,10,40-49,0-2 Years
0,52,Female,Research & Development,Manager,4,16555,0,4,1,31,5,1,4,50+,3-5 Years
0,42,Female,Research & Development,Research Scientist,2,4556,0,3,3,19,5,0,29,40-49,3-5 Years
0,30,Female,Research & Development,Manufacturing Director,2,6091,0,4,3,11,5,0,2,Under 30,3-5 Years
0,60,Female,Research & Development,Manager,5,19566,0,1,1,33,29,11,7,50+,10+ Years
0,46,Female,Research & Development,Manufacturing Director,2,4810,0,3,2,19,10,0,18,40-49,6-10 Years
0,42,Female,Research & Development,Healthcare Representative,2,4523,0,4,4,7,6,0,28,40-49,6-10 Years
1,24,Female,Sales,Sales Representative,1,3202,1,2,3,6,5,1,1,Under 30,3-5 Years
1,34,Female,Sales,Sales Representative,1,2351,0,3,2,3,2,1,6,30-39,0-2 Years
0,38,Male,Research & Development,Laboratory Technician,1,1702,1,4,3,1,1,0,2,30-39,0-2 Years
0,40,Female,Sales,Manager,5,18041,0,3,3,21,20,1,2,30-39,10+ Years
0,26,Female,Research & Development,Research Scientist,1,2886,0,4,1,3,3,0,23,Under 30,3-5 Years
0,30,Male,Research & Development,Laboratory Technician,1,2097,0,4,1,9,5,1,3,Under 30,3-5 Years
0,29,Male,Research & Development,Research Director,3,11935,0,3,3,10,10,0,3,Under 30,6-10 Years
1,29,Female,Research & Development,Research Scientist,1,2546,0,2,4,6,2,1,25,Under 30,0-2 Years
1,19,Male,Human Resources,Human Resources,1,2564,0,4,4,1,1,0,2,Under 30,0-2 Years
0,30,Female,Sales,Sales Executive,3,8412,0,1,3,10,9,7,22,Under 30,6-10 Years
0,57,Male,Sales,Manager,4,14118,0,4,2,32,1,0,29,50+,0-2 Years
0,50,Male,Research & Development,Manager,4,17046,0,3,3,28,27,15,29,40-49,10+ Years
0,30,Female,Research & Development,Laboratory Technician,1,2564,0,4,2,12,11,6,2,Under 30,10+ Years
0,60,Female,Sales,Sales Executive,3,10266,0,1,4,22,18,13,28,50+,10+ Years
0,47,Female,Research & Development,Manufacturing Director,2,5070,0,4,3,20,5,0,2,40-49,3-5 Years
0,46,Male,Research & Development,Research Director,4,17861,0,3,1,26,3,0,2,40-49,3-5 Years
0,35,Male,Research & Development,Laboratory Technician,1,4230,0,3,3,6,5,4,22,30-39,3-5 Years
0,54,Female,Research & Development,Laboratory Technician,2,3780,0,3,3,19,1,0,8,50+,0-2 Years
0,34,Male,Research & Development,Research Scientist,1,2768,0,3,3,14,7,5,2,30-39,6-10 Years
0,46,Female,Sales,Sales Executive,3,9071,1,4,3,15,3,1,10,40-49,3-5 Years
0,31,Male,Research & Development,Manufacturing Director,3,10648,0,2,4,13,13,0,9,30-39,10+ Years
1,33,Male,Research & Development,Manager,3,13610,1,3,4,15,7,7,15,30-39,6-10 Years
1,33,Male,Research & Development,Laboratory Technician,1,3408,0,4,3,8,4,1,10,30-39,3-5 Years
0,30,Male,Sales,Sales Representative,1,2983,0,2,3,4,3,1,7,Under 30,3-5 Years
0,35,Male,Research & Development,Healthcare Representative,3,7632,1,3,3,10,8,0,16,30-39,6-10 Years
1,31,Male,Research & Development,Healthcare Representative,3,9824,0,3,3,12,1,0,20,30-39,0-2 Years
1,34,Female,Human Resources,Human Resources,3,9950,1,1,3,11,3,0,23,30-39,3-5 Years
0,42,Male,Research & Development,Laboratory Technician,1,2093,0,3,3,8,2,2,5,40-49,0-2 Years
0,36,Male,Sales,Sales Executive,3,9980,0,4,2,10,10,9,10,30-39,6-10 Years
1,22,Male,Research & Development,Laboratory Technician,1,3894,0,3,3,4,2,1,4,Under 30,0-2 Years
0,48,Female,Sales,Sales Executive,2,4051,0,4,3,14,9,6,2,40-49,6-10 Years
0,55,Female,Sales,Manager,4,16835,0,2,3,37,10,7,18,50+,6-10 Years
0,41,Male,Sales,Sales Executive,2,6230,0,4,3,16,14,1,10,40-49,10+ Years
0,35,Male,Sales,Sales Executive,2,4717,0,3,3,15,11,6,1,30-39,10+ Years
0,40,Female,Research & Development,Manufacturing Director,4,13237,0,3,3,22,20,5,6,30-39,10+ Years
0,39,Female,Research & Development,Laboratory Technician,1,3755,0,3,3,8,8,0,8,30-39,6-10 Years
0,31,Male,Sales,Sales Executive,2,6582,1,4,4,10,6,0,2,30-39,6-10 Years
0,42,Male,Research & Development,Manufacturing Director,3,7406,1,1,2,10,10,5,24,40-49,6-10 Years
0,45,Male,Sales,Sales Executive,2,4805,0,2,4,9,8,3,2,40-49,6-10 Years
1,26,Female,Human Resources,Human Resources,1,2741,1,3,2,8,7,1,17,Under 30,6-10 Years
0,29,Male,Research & Development,Manufacturing Director,2,4262,0,4,4,8,3,1,19,Under 30,3-5 Years
0,33,Female,Research & Development,Research Director,4,16184,0,3,3,10,6,0,1,30-39,6-10 Years
0,31,Male,Sales,Manager,3,11557,0,4,2,10,5,0,7,30-39,3-5 Years
1,18,Male,Sales,Sales Representative,1,1878,1,2,3,0,0,0,5,Under 30,0-2 Years
0,40,Male,Sales,Sales Executive,3,10932,0,1,3,20,1,0,28,30-39,0-2 Years
0,41,Female,Research & Development,Healthcare Representative,2,6811,1,3,3,10,8,0,2,40-49,6-10 Years
0,26,Male,Sales,Sales Executive,2,4306,0,3,3,8,0,0,29,Under 30,0-2 Years
0,35,Female,Sales,Sales Executive,2,4859,0,3,3,5,5,0,1,30-39,3-5 Years
0,34,Male,Sales,Sales Executive,2,5337,0,4,3,10,10,5,21,30-39,6-10 Years
1,26,Male,Research & Development,Laboratory Technician,1,2340,1,4,1,1,1,0,24,Under 30,0-2 Years
0,37,Female,Research & Development,Manufacturing Director,3,7491,0,4,4,12,6,1,1,30-39,6-10 Years
0,46,Female,Research & Development,Healthcare Representative,3,10527,0,3,2,28,2,1,18,40-49,0-2 Years
0,41,Female,Sales,Manager,4,16595,0,1,3,22,18,11,2,40-49,10+ Years
0,37,Male,Sales,Sales Executive,3,8834,0,2,3,9,9,7,9,30-39,6-10 Years
0,52,Male,Research & Development,Research Scientist,2,5577,1,1,3,18,10,6,6,50+,6-10 Years
1,32,Male,Sales,Sales Executive,2,4707,0,3,3,6,4,1,11,30-39,3-5 Years
0,24,Male,Sales,Sales Representative,1,2400,0,4,3,3,2,2,24,Under 30,0-2 Years
0,38,Female,Research & Development,Healthcare Representative,2,9824,0,3,3,18,1,0,10,30-39,0-2 Years
0,37,Female,Research & Development,Manufacturing Director,2,6447,0,2,2,8,6,4,1,30-39,6-10 Years
0,49,Male,Research & Development,Research Director,5,19502,1,3,3,31,31,0,18,40-49,10+ Years
0,24,Male,Research & Development,Research Scientist,1,2725,1,4,3,6,6,1,23,Under 30,6-10 Years
0,26,Male,Sales,Sales Executive,2,6272,0,2,4,6,5,1,28,Under 30,3-5 Years
0,24,Male,Research & Development,Laboratory Technician,1,2127,0,2,3,1,1,0,17,Under 30,0-2 Years
0,50,Male,Human Resources,Manager,5,18200,0,2,3,32,32,10,3,40-49,10+ Years
0,25,Male,Sales,Sales Representative,1,2096,0,3,3,7,7,0,13,Under 30,6-10 Years
1,24,Female,Research & Development,Laboratory Technician,1,2886,1,3,3,6,6,1,7,Under 30,6-10 Years
1,30,Male,Sales,Sales Representative,1,2033,0,1,4,1,1,0,12,Under 30,0-2 Years
0,34,Male,Research & Development,Research Scientist,1,3622,1,4,3,6,6,1,1,30-39,6-10 Years
1,31,Male,Sales,Sales Executive,2,4233,0,1,1,9,3,1,13,30-39,3-5 Years
0,35,Male,Research & Development,Laboratory Technician,2,3681,0,4,3,9,3,0,25,30-39,3-5 Years
0,31,Male,Sales,Sales Executive,2,5460,0,4,4,13,7,5,6,30-39,6-10 Years
0,27,Female,Research & Development,Research Scientist,1,2187,0,3,2,6,5,0,6,Under 30,3-5 Years
0,37,Male,Sales,Sales Executive,2,9602,1,3,2,17,3,1,2,30-39,3-5 Years
0,20,Female,Research & Development,Research Scientist,1,2836,0,2,4,1,1,0,1,Under 30,0-2 Years
0,42,Female,Research & Development,Healthcare Representative,2,4089,0,4,3,10,10,2,2,40-49,6-10 Years
0,43,Male,Research & Development,Research Director,4,16627,1,4,2,21,1,0,6,40-49,0-2 Years
0,38,Female,Research & Development,Research Scientist,1,2619,0,1,2,8,0,0,1,30-39,0-2 Years
0,43,Male,Research & Development,Laboratory Technician,2,5679,1,3,3,10,8,4,9,40-49,6-10 Years
0,48,Female,Research & Development,Manager,4,15402,0,1,1,21,3,0,1,40-49,3-5 Years
0,44,Female,Human Resources,Human Resources,2,5985,0,3,4,10,2,0,1,40-49,0-2 Years
0,34,Female,Sales,Sales Representative,1,2579,1,3,3,8,8,0,14,30-39,6-10 Years
1,27,Male,Sales,Sales Representative,1,3041,0,1,3,5,4,0,2,Under 30,3-5 Years
0,21,Male,Sales,Sales Representative,1,3447,0,3,3,3,3,1,22,Under 30,3-5 Years
0,44,Male,Research & Development,Manager,5,19513,1,4,4,26,2,0,3,40-49,0-2 Years
0,22,Male,Research & Development,Research Scientist,1,2773,0,3,3,3,2,2,6,Under 30,0-2 Years
0,33,Male,Sales,Sales Executive,2,7104,0,3,3,6,5,1,8,30-39,3-5 Years
0,32,Female,Research & Development,Research Scientist,2,6322,1,4,2,6,6,0,9,30-39,6-10 Years
0,30,Female,Research & Development,Research Scientist,1,2083,0,3,3,1,1,0,3,Under 30,0-2 Years
0,53,Female,Sales,Sales Executive,2,8381,0,1,4,18,14,8,1,50+,10+ Years
0,34,Male,Research & Development,Research Scientist,1,2691,0,4,2,10,10,8,1,30-39,6-10 Years
1,45,Female,Sales,Sales Executive,2,4286,0,1,3,5,1,0,26,40-49,0-2 Years
0,26,Female,Research & Development,Laboratory Technician,1,2659,1,4,3,3,3,0,6,Under 30,3-5 Years
0,37,Male,Research & Development,Manufacturing Director,3,9434,0,3,3,10,10,7,3,30-39,6-10 Years
0,29,Female,Sales,Sales Executive,2,5561,0,3,2,6,6,1,3,Under 30,6-10 Years
0,35,Male,Research & Development,Research Scientist,2,6646,0,4,3,17,17,11,6,30-39,10+ Years
0,33,Male,Research & Development,Healthcare Representative,2,7725,0,4,1,15,13,4,6,30-39,10+ Years
0,54,Male,Human Resources,Human Resources,3,10725,0,2,4,16,9,7,19,50+,6-10 Years
0,36,Male,Research & Development,Manufacturing Director,2,8847,1,2,3,13,3,0,9,30-39,3-5 Years
0,27,Male,Research & Development,Research Scientist,1,2045,0,4,3,5,4,1,3,Under 30,3-5 Years
1,20,Male,Research & Development,Research Scientist,1,1009,1,3,3,1,1,1,10,Under 30,0-2 Years
1,33,Male,Research & Development,Research Scientist,1,3348,1,1,3,10,10,9,3,30-39,6-10 Years
0,35,Male,Research & Development,Laboratory Technician,1,1281,0,3,3,1,1,0,3,30-39,0-2 Years
0,23,Male,Research & Development,Research Scientist,1,2819,0,1,4,5,3,0,4,Under 30,3-5 Years
0,25,Male,Sales,Sales Executive,2,4851,0,2,3,4,3,1,8,Under 30,3-5 Years
0,38,Female,Sales,Sales Executive,2,4028,0,4,3,8,7,0,7,30-39,6-10 Years
0,29,Male,Research & Development,Research Scientist,1,2720,0,4,3,10,10,2,1,Under 30,6-10 Years
0,48,Male,Sales,Sales Executive,2,8120,0,2,3,12,2,2,2,40-49,0-2 Years
0,27,Female,Sales,Sales Executive,2,4647,1,4,3,6,6,0,3,Under 30,6-10 Years
0,37,Male,Research & Development,Research Scientist,1,4680,0,4,3,4,1,0,10,30-39,0-2 Years
0,50,Male,Research & Development,Laboratory Technician,1,3221,1,3,3,20,20,3,28,40-49,10+ Years
0,34,Female,Research & Development,Healthcare Representative,3,8621,0,2,4,9,8,7,9,30-39,6-10 Years
1,24,Female,Sales,Sales Executive,2,4577,0,3,3,4,2,2,3,Under 30,0-2 Years
0,39,Female,Research & Development,Healthcare Representative,2,4553,0,3,3,20,20,11,2,30-39,10+ Years
0,32,Male,Sales,Sales Executive,2,5396,0,4,2,10,10,0,10,30-39,6-10 Years
1,50,Male,Sales,Sales Executive,2,6796,1,3,3,18,4,1,8,40-49,3-5 Years
0,38,Female,Research & Development,Healthcare Representative,2,7625,0,4,2,10,9,1,1,30-39,6-10 Years
0,27,Female,Research & Development,Manufacturing Director,3,7412,0,1,3,9,9,0,1,Under 30,6-10 Years
0,32,Female,Research & Development,Research Director,3,11159,0,4,3,10,7,7,3,30-39,6-10 Years
0,47,Male,Sales,Sales Executive,2,4960,0,1,3,20,7,1,14,40-49,6-10 Years
0,40,Male,Sales,Sales Executive,3,10475,1,1,3,20,18,1,5,30-39,10+ Years
0,53,Male,Research & Development,Research Director,4,14814,0,3,3,32,5,1,7,50+,3-5 Years
0,41,Male,Human Resources,Manager,5,19141,0,4,2,23,21,12,10,40-49,10+ Years
0,60,Male,Sales,Sales Executive,2,5405,0,1,3,10,2,2,16,50+,0-2 Years
0,27,Male,Research & Development,Manufacturing Director,3,8793,0,1,2,9,9,1,10,Under 30,6-10 Years
0,41,Male,Human Resources,Manager,5,19189,0,3,3,22,22,2,1,40-49,10+ Years
0,50,Male,Sales,Sales Representative,1,3875,0,2,3,4,2,2,8,40-49,0-2 Years
1,28,Female,Research & Development,Research Scientist,1,2216,1,2,3,10,7,3,1,Under 30,6-10 Years
0,36,Female,Research & Development,Research Director,3,11713,0,1,3,10,8,0,8,30-39,6-10 Years
0,38,Female,Research & Development,Manufacturing Director,3,7861,1,3,4,10,1,0,1,30-39,0-2 Years
0,44,Male,Research & Development,Laboratory Technician,1,3708,0,3,3,9,5,1,24,40-49,3-5 Years
0,47,Female,Sales,Sales Executive,4,13770,1,3,2,28,22,11,3,40-49,10+ Years
0,30,Male,Sales,Sales Executive,2,5304,0,4,2,10,8,7,27,Under 30,6-10 Years
0,29,Male,Sales,Sales Representative,1,2642,0,3,3,1,1,0,10,Under 30,0-2 Years
1,42,Male,Research & Development,Research Scientist,1,2759,1,3,3,7,2,2,19,40-49,0-2 Years
0,43,Male,Sales,Sales Executive,2,6804,0,4,3,7,2,2,15,40-49,0-2 Years
0,34,Female,Research & Development,Healthcare Representative,2,6142,0,3,3,10,5,4,8,30-39,3-5 Years
0,23,Male,Research & Development,Laboratory Technician,1,2500,0,1,4,5,4,0,9,Under 30,3-5 Years
0,39,Female,Human Resources,Human Resources,2,6389,0,2,1,12,8,3,3,30-39,6-10 Years
0,56,Male,Research & Development,Healthcare Representative,4,11103,0,4,2,30,10,1,9,50+,6-10 Years
0,40,Female,Research & Development,Research Scientist,1,2342,1,4,2,5,4,2,2,30-39,3-5 Years
0,27,Female,Research & Development,Healthcare Representative,2,6811,0,1,1,9,7,0,7,Under 30,6-10 Years
